Frage (natürlichsprachlich),SQL-Query,Komplexität,Enthaltene Operatoren,,Antwort,Richtige Lösung,Zeit,Richtige Antwort?,Bei Fehler : Verwendete Query,Fehleranalyse
Welche Regionen meldeten am 2. März 2021 mehr neue Fälle als der Median der Regionen mit unterdurchschnittlicher ICU-Belegung?,"SELECT region_name
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-02'
  AND new_total_confirmed_cases > (
    SELECT APPROX_QUANTILES(new_total_confirmed_cases, 2)[OFFSET(1)]
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-02'
      AND hospitalized_patients_intensive_care < (
        SELECT AVG(hospitalized_patients_intensive_care)
        FROM `bigquery-public-data.covid19_italy.data_by_region`
        WHERE DATE(date) = '2021-03-02'
      )
);",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Am 2. März 2021 meldeten die folgenden Regionen mehr neue Fälle als der Median der Regionen mit unterdurchschnittlicher ICU-Belegung: Piemonte, Umbria, Marche, Lazio, Abruzzo, Campania, Puglia, Sicilia, P.A. Bolzano, Lombardia, Veneto, Friuli Venezia Giulia, Liguria, Emilia-Romagna und Toscana.
","Piemonte, Umbria, Marche, Lazio, Abruzzo, Campania, Puglia, Sicilia, P.A. Bolzano, Lombardia, Veneto, Friuli Venezia Giulia, Liguria, Emilia-Romagna und Toscana.","13,39",Ja,,
Welche Regionen hatten am 5. März 2021 mehr aktive Fälle als der höchste Wert einer Region mit weniger als 100 ICU-Patienten?,"SELECT region_name
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-05'
  AND total_current_confirmed_cases > (
    SELECT MAX(total_current_confirmed_cases)
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-05' AND hospitalized_patients_intensive_care < 100
);",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Es wurden keine Daten gefunden, die zeigen, welche Regionen am 5. März 2021 mehr aktive Fälle als der höchste Wert einer Region mit weniger als 100 ICU-Patienten hatten.","1	Piemonte
2	Lazio
3	Campania
4	Puglia
5	Sicilia
6	Lombardia
7	Veneto
8	Emilia-Romagna
9	Toscana","10,2",nein,"SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-05'
AND total_current_confirmed_cases > (
    SELECT MAX(total_current_confirmed_cases)
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE hospitalized_patients_intensive_care < 100",
"Wie viele Einträge wurden am 3. März 2021 in Regionen aufgezeichnet, deren Todeszahlen unter allen Regionen mit mehr als 800 neuen Fällen lagen?","SELECT COUNT(*) AS entry_count
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-03'
  AND deaths < (
    SELECT MIN(deaths)
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-03' AND new_total_confirmed_cases > 800
);
",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Am 3. März 2021 wurden keine Einträge in Regionen aufgezeichnet, deren Todeszahlen unter allen Regionen mit mehr als 800 neuen Fällen lagen.",12,"13,39",nein,"SELECT COUNT(*)
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-03'
AND deaths < (SELECT MIN(deaths)
              FROM bigquery-public-data.covid19_italy.data_by_region
              WHERE new_total_confirmed_cases > 800)
INFO:root:Executing SQL query: SELECT COUNT(*)
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-03'
AND deaths < (SELECT MIN(deaths)
              FROM bigquery-public-data.covid19_italy.data_by_region
              WHERE new_total_confirmed_cases > 800)",
Welche Regionen hatten am 6. März 2021 mehr neue Fälle als der Median der Regionen mit weniger als 100 Todesfällen?,"SELECT region_name
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-06'
  AND new_total_confirmed_cases > (
    SELECT APPROX_QUANTILES(new_total_confirmed_cases, 2)[OFFSET(1)]
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-06' AND deaths < 100
);",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Es tut mir leid, aber ich konnte die Daten nicht abrufen, um festzustellen, welche Regionen am 6. März 2021 mehr neue Fälle als der Median der Regionen mit weniger als 100 Todesfällen hatten. Bitte versuchen Sie es später erneut oder stellen Sie eine andere Anfrage.
",keine Region,"19,39",nein,"SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-06'
AND new_total_confirmed_cases > (
    SELECT PERCENTILE_CONT(new_total_confirmed_cases, 0.5) OVER() 
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE deaths < 100
) query davor : SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-06'
AND new_total_confirmed_cases > (
    SELECT PERCENTILE_CONT(0.5) WITHIN GROUP (ORDER BY new_total_confirmed_cases) 
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE deaths < 100
) query davor : SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-06'
AND new_total_confirmed_cases > (
    SELECT PERCENTILE_CONT(0.5) WITHIN GROUP (ORDER BY new_total_confirmed_cases) 
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE deaths < 100
)",
Welche Regionen meldeten am 4. März 2021 mehr neue Fälle als jede Region mit weniger als 50 Genesenen?,"SELECT region_name
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-04'
  AND new_total_confirmed_cases > (
    SELECT MAX(new_total_confirmed_cases)
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-04' AND recovered < 50
);",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Es wurden keine Regionen gefunden, die am 4. März 2021 mehr neue Fälle gemeldet haben als der höchste Wert unter den Regionen, die weniger als 50 Genesene gemeldet haben.",keine Region,"13,42",Ja,,
"Welche Regionen hatten am 8. März 2021 überdurchschnittlich viele ICU-Patienten, aber weniger neue Fälle als der Median aller Regionen?","SELECT region_name
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-08'
  AND hospitalized_patients_intensive_care > (
    SELECT AVG(hospitalized_patients_intensive_care)
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-08'
  )
  AND new_total_confirmed_cases < (
    SELECT APPROX_QUANTILES(new_total_confirmed_cases, 2)[OFFSET(1)]
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-08'
);",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Es tut mir leid, aber ich konnte die Daten nicht abrufen, um festzustellen, welche Regionen am 8. März 2021 mehr ICU-Patienten als der Durchschnitt hatten, aber gleichzeitig weniger neue Fälle als der Median aller Regionen an diesem Tag. Bitte versuchen Sie es später erneut oder stellen Sie eine andere Anfrage.",keine Region,"28,23",nein,"SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-08'
AND hospitalized_patients_intensive_care > (
    SELECT AVG(hospitalized_patients_intensive_care)
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE DATE(date) = '2021-03-08'
)
AND new_total_confirmed_cases < (
    SELECT PERCENTILE_CONT(new_total_confirmed_cases, 0.5) OVER()
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE DATE(date) = '2021-03-08'.  - query davor :  SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-08'
AND hospitalized_patients_intensive_care > (
    SELECT AVG(hospitalized_patients_intensive_care)
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE DATE(date) = '2021-03-08'
) query davor :  SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-08'
AND hospitalized_patients_intensive_care > (
    SELECT AVG(hospitalized_patients_intensive_care)
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE DATE(date) = '2021-03-08'
)",
Welche Regionen meldeten am 9. März 2021 mehr aktive Fälle als alle Regionen mit unterdurchschnittlicher Anzahl an Tests?,"SELECT region_name
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-09'
  AND total_current_confirmed_cases > (
    SELECT MAX(total_current_confirmed_cases)
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-09'
      AND tests_performed < (
        SELECT AVG(tests_performed)
        FROM `bigquery-public-data.covid19_italy.data_by_region`
        WHERE DATE(date) = '2021-03-09'
      )
);",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Am 9. März 2021 meldeten die Regionen Lazio, Campania, Lombardia und Emilia-Romagna mehr aktive Fälle als alle Regionen mit einer unterdurchschnittlichen Anzahl an durchgeführten Tests.","Lazio,Campania,Lombardia,Emilia-Romagna","14,21",ja,,
„Welche Regionen überschritten am 7. März 2021 den Median der ICU-Patientenzahl unter den Regionen mit mehr als 1.000 neuen Fällen?“,"SELECT region_name
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-07'
  AND hospitalized_patients_intensive_care > (
    SELECT APPROX_QUANTILES(hospitalized_patients_intensive_care, 2)[OFFSET(1)]
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-07' AND new_total_confirmed_cases > 1000
);",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Am 7. März 2021 hatten die Regionen Lazio (240 ICU-Patienten), Lombardia (573 ICU-Patienten) und Emilia-Romagna (283 ICU-Patienten) mehr ICU-Patienten als der Medianwert der Regionen, die an diesem Tag über 1.000 neue Fälle meldeten.","Piemonte
Lazio
Lombardia
Emilia-Romagna","24,34",nein,"SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-07'
AND hospitalized_patients_intensive_care > (
    SELECT PERCENTILE_CONT(hospitalized_patients_intensive_care, 0.5) OVER() 
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE DATE(date) = '2021-03-07'
    AND new_total_confirmed_cases > 1000
) - query davro : SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-07'
AND hospitalized_patients_intensive_care > (
    SELECT PERCENTILE_CONT(hospitalized_patients_intensive_care, 0.5) OVER() 
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE DATE(date) = '2021-03-07'
    AND new_total_confirmed_cases > 1000
) query davor : SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-07'
AND hospitalized_patients_intensive_care > (
    SELECT PERCENTILE_CONT(hospitalized_patients_intensive_care, 0.5) OVER() 
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE DATE(date) = '2021-03-07'
    AND new_total_confirmed_cases > 1000
)",
"Welche Regionen meldeten am 11. März 2021 mehr als 800 neue Fälle, aber gleichzeitig weniger Genesene als jede andere Region mit über 10 Todesfällen?","SELECT region_name
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-11'
  AND new_total_confirmed_cases > 800
  AND recovered < ALL (
    SELECT recovered
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-11' AND deaths > 10
);",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Am 11. März 2021 wurden keine Regionen gefunden, die mehr als 800 neue Fälle gemeldet haben und gleichzeitig weniger Genesene als die Region mit den wenigsten Genesungen unter denen mit über 10 Todesfällen.","Lazio,Campania,Lombardia,Emilia-Romagna","13,21",nein,"SELECT region_name 
FROM bigquery-public-data.covid19_italy.data_by_region 
WHERE DATE(date) = '2021-03-11' 
AND new_total_confirmed_cases > 800 
AND recovered < (
    SELECT MIN(recovered) 
    FROM bigquery-public-data.covid19_italy.data_by_region 
    WHERE DATE(date) = '2021-03-11' 
    AND deaths > 10
)",
Welche Regionen hatten am 12. März 2021 mehr aktive Fälle als jede Region mit unterdurchschnittlicher Genesungsrate?,"SELECT region_name
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-12'
  AND total_current_confirmed_cases > (
    SELECT MAX(total_current_confirmed_cases)
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-12'
      AND recovered < (
        SELECT AVG(recovered)
        FROM `bigquery-public-data.covid19_italy.data_by_region`
        WHERE DATE(date) = '2021-03-12'
      )",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Es tut mir leid, aber ich konnte die Daten nicht abrufen, um festzustellen, welche Regionen am 7. März 2021 mehr ICU-Patienten als der Median der Regionen mit mehr als 1.000 neuen Fällen hatten. Bitte versuchen Sie es später erneut oder stellen Sie eine andere Anfrage.","Lazio
Campania
Lombardia
Emilia-Romagna","11,72",nein,"SELECT region_name
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-07'
AND hospitalized_patients_intensive_care > (
    SELECT PERCENTILE_CONT(hospitalized_patients_intensive_care, 0.5) OVER() 
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE DATE(date) = '2021-03-07'
    AND new_total_confirmed_cases > 1000",
"„Wie hoch war die durchschnittliche Zahl an neuen Fällen in Regionen, die weniger ICU-Patienten als der Durchschnitt aller Regionen mit mehr als 500 Todesfällen am 13. März 2021 meldeten?“","SELECT AVG(new_total_confirmed_cases) AS avg_new_cases
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-13'
  AND hospitalized_patients_intensive_care < (
    SELECT AVG(hospitalized_patients_intensive_care)
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-13' AND deaths > 500
  );
",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Am 13. März 2021 betrug die durchschnittliche Zahl an neuen Fällen in Regionen, die weniger ICU-Patienten als der Durchschnitt aller Regionen mit mehr als 500 Todesfällen meldeten, 130.",531,"10,43",nein,"SELECT AVG(new_total_confirmed_cases) AS avg_new_cases
FROM bigquery-public-data.covid19_italy.data_by_region
WHERE DATE(date) = '2021-03-13'
AND hospitalized_patients_intensive_care < (
    SELECT AVG(hospitalized_patients_intensive_care)
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE deaths > 500
)","❌ Was fehlt?
👉 In der Subquery fehlt die Einschränkung auf den 13. März 2021
→ Es wird AVG(hospitalized_patients_intensive_care) über alle Daten gerechnet, nicht nur für den 13. März.

📊 Folge:
Bot vergleicht ICU-Werte am 13. März

mit einem Durchschnitt, der evtl. ganz andere Tage enthält
→ Logisch falscher Vergleich"
"Welche Regionen hatten am 14. März 2021 gleichzeitig mehr neue Fälle, mehr Todesfälle und mehr ICU-Patienten als jeweils der Median?","SELECT region_name
FROM `bigquery-public-data.covid19_italy.data_by_region`
WHERE DATE(date) = '2021-03-14'
  AND new_total_confirmed_cases > (
    SELECT APPROX_QUANTILES(new_total_confirmed_cases, 2)[OFFSET(1)]
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-14'
  )
  AND deaths > (
    SELECT APPROX_QUANTILES(deaths, 2)[OFFSET(1)]
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-14'
  )
  AND hospitalized_patients_intensive_care > (
    SELECT APPROX_QUANTILES(hospitalized_patients_intensive_care, 2)[OFFSET(1)]
    FROM `bigquery-public-data.covid19_italy.data_by_region`
    WHERE DATE(date) = '2021-03-14'
  );",Extra Hard,"SUBQUERY, LOGICAL CONNECTOR",,"Am 14. März 2021 wurden keine Regionen gefunden, die gleichzeitig mehr neue Fälle, mehr Todesfälle und mehr ICU-Patienten als jeweils der Median in der jeweiligen Region gemeldet haben.","1	Piemonte
2	Lazio
3	Campania
4	Puglia
5	Sicilia
6	Lombardia
7	Veneto
8	Emilia-Romagna
9	Toscana","9,01",nein,"SELECT region_name
FROM (
    SELECT region_name,
           new_total_confirmed_cases,
           deaths,
           hospitalized_patients_intensive_care,
           PERCENTILE_CONT(new_total_confirmed_cases, 0.5) OVER(PARTITION BY region_name) AS median_new_cases,
           PERCENTILE_CONT(deaths, 0.5) OVER(PARTITION BY region_name) AS median_deaths,
           PERCENTILE_CONT(hospitalized_patients_intensive_care, 0.5) OVER(PARTITION BY region_name) AS median_icu_patients
    FROM bigquery-public-data.covid19_italy.data_by_region
    WHERE DATE(date) = '2021-03-14'
)
WHERE new_total_confirmed_cases > median_new_cases
  AND deaths > median_deaths
  AND hospitalized_patients_intensive_care > median_icu_patients;",
,,,,,,,^,,,
